id,name,review_count,rating,latitude,longitude,price,zip_code
wUO4TOHCf4k_hSrvDKkQjg,Gus's World Famous Fried Chicken,274,4.0,42.34795,-83.06769,1,48201
y5f0TpePJ-vOxEjzNvQuwA,The Peterboro,377,3.5,42.34418,-83.06056,2,48201
YzaGq6tIR4pGdc7BGPh78w,Bangkok 96 Street Food,111,4.5,42.34422,-83.06156,2,48201
hiycv628sqdJGgJbIoiy9g,Go! Sy Thai,344,3.5,42.35152,-83.06378,1,48201
48UU-FaqYEP5pwu4KfO6Ww,Spread Detroit,119,4.5,42.35063,-83.06382,0,48201
2Gbql_loKmYhuOE40QyVsA,The Block,254,4.0,42.34971,-83.05961,2,48201
O90Q7WzpAhfuC-QYkCU0Fg,Seva Detroit,503,3.5,42.35485,-83.06137,2,48201
ODy5o9SXrnF3svV-6h-P7Q,Pho Lucky - Detroit,249,4.0,42.34443,-83.05608,2,48201
WAagEMgxpCCO0CfWTeLtzQ,Condado Tacos - Midtown,115,4.0,42.34755,-83.06537,2,48201
2xDUtzO7aSJHdj9-Kn2O-w,Bronx Bar - Detroit,251,4.0,42.35225,-83.06686,1,48201
2ryA0axzi8P5zbQAePZ0ow,The Whitney,553,3.5,42.35275,-83.06215,4,48201
aVOoohl4rV4yrOebhiZiWQ,Smith & Co,90,4.0,42.34745,-83.06562,2,48201
8CSAifNfdBhaOKwpyV49bA,Momo Cha,53,4.5,42.34422,-83.06156,0,48201
ETRlSpmO2fpj2m6-g5l4Rg,-320° Coffee & Creamery,56,4.5,42.34423,-83.06157,2,48201
iwa6xSsNeY1NahhJjCy3xw,Slows To Go,258,3.5,42.34955,-83.06332,2,48201
4oeL2UZaD9IzIdarbIqfeA,The Congregation Detroit,53,4.5,42.37739,-83.10052,2,48206
MB2cxe9qe3SGvUv0ONwrXg,Boostan Cafe,221,5.0,42.39613,-83.04886,1,48212
ecM8yvDEvlJLKnxs878OUA,Polish Village Cafe,544,4.0,42.39841,-83.0567,2,48212
fmcHbCeBsXEEdY4btGBcPg,Yum Village,144,4.5,42.36938,-83.07228,2,48202
M_e9bzbH7yzwcVL_6an9Lw,Oak & Reel,91,4.5,42.37222,-83.0668,0,48202
X5C_InLvl2PtR9gmWC1HSw,City Wings,113,4.0,42.36734,-83.08046,1,48202
JU83fjqfc-8OF_60mvgVvA,Babo Detroit,149,4.5,42.36056,-83.06647,2,48202
YToERl_vqJFwbvWTOI7XFw,Detroit 75 Kitchen,218,4.5,42.31082,-83.09453,1,48209
pvS6CcEHWFEvNE_PfLuFXA,Polonia Restaurant,245,4.0,42.39784,-83.05771,2,48212
FZnsqDn-j-oH2rsvocmzFg,Amar Pizza,120,4.5,42.40607,-83.06429,1,48212
-s_eiUkP-wlRqGy68KhSXw,La Palma,188,4.0,42.35363,-83.05959,1,48201
9KCNDuSXIPJdW4ccqK29ow,Cuisine,135,3.5,42.37021,-83.07854,3,48202
CEEMOAb23oemjDpNEiGStw,Midtown Shangri-La,262,3.5,42.35399,-83.06531,2,48201
YnNxeN1q8VfIdH2alMRJlA,Srodek's Campau Quality Sausage,60,4.5,42.39579,-83.05749,2,48212
aoSK__6Vz8ow05tvBtRNQg,Balkan House,109,4.5,42.40014,-83.05814,2,48212
zY1OTIDP8j1ZyepTVrT8MQ,California Burgerz,119,4.0,42.40708,-83.05597,1,48212
8_f0rZ3vRDGhk0xogzRZmQ,Harmony Garden Cafe,107,4.5,42.35263,-83.06987,1,48201
k8ZwQVBv7xpsDGgODG0BhQ,BARDA Detroit,65,4.5,42.3485,-83.08786,3,48208
U7Wgy1k6MpZMiL3to0S5ew,Socra Tea Detroit,67,4.5,42.35449,-83.06117,1,48201
ioFyTODz0m_z8dTIidyq5A,Bash Original Izakaya,66,4.5,42.35297,-83.07947,0,48208
_GL1Lqbg15Gb0anjqcMmJg,Woodbridge Pub,237,3.5,42.35399,-83.08012,2,48218
Zv2OfTNt5lMcj9FfgLj2rA,Ochre Bakery,63,4.0,42.34874,-83.08843,2,48208
XNU8Im9LGzs7RT6gKdL_kw,Hygrade Deli,128,4.5,42.33164,-83.09401,1,48216
MlKmMAF_rFjgy0nX_fk8Mw,Cork & Gabel,139,4.0,42.33111,-83.07941,2,48216
Of_SRT4D39xbcOlYs1kAeg,Cass Cafe,255,3.5,42.35354,-83.06479,2,48201
TaG8eAwHsc5by2klFPxD1w,Mike's Famous Ham Place,65,4.5,42.33163,-83.09438,1,48216
8Pi4ES2PUynNKgOIMhnwcw,Grandma Bob's,76,4.5,42.33113,-83.07584,2,48216
Xq635a2o33-VAzhaHuE2aQ,McShane's Irish Pub- Downtown Detroit,152,4.0,42.33175,-83.06667,2,48216
oiAg2xABaFCKiZTyBMKIvg,Z's Villa,117,4.0,42.3665,-83.06964,2,48202
VN4CF5xc7hI8IX4pi6evmQ,Tony V's Tavern,67,4.0,42.36232,-83.06983,2,48202
yYnTE3a0KqE6lvZKFMlWJQ,Kresge Court at Detroit Institute of Arts,51,4.5,42.35908,-83.06555,2,48202
-niJiIyxntNfZcLpyQ7cXA,Wasabi Korean and Japanese Cuisine,317,3.0,42.36054,-83.06595,2,48202
7q9U7aJMrnghgH1FTSoo0A,The Potato Place,107,4.0,42.35605,-83.06604,1,48201
S38PGOYazDq82Su_GyoNHg,Common Pub,65,4.0,42.36005,-83.06813,2,48202
_3SXEvZRPtGpu1k_r7gM-Q,Zo's Good Burger,64,4.0,42.36712,-83.08036,1,48202
