id,name,review_count,rating,latitude,latitude_truncated,longitude,longitude_truncated,price,zip_code,is_black_owned
4i1Ny2zIE1VJSU9gLMkHqg,Lula Cafe,1993,4.5,41.927668036295,41.92766,-87.706845233929,-87.70684,$$,60647,1
3_bJTUh5BNaD10s4hZUcjQ,Patino's Grill,200,4.5,41.953742,41.95374,-87.706068,-87.70606,$,60618,1
JCmp_Uf0S2cnGQtDvsbleg,Luella's Southern Kitchen,806,4.0,41.965223,41.96522,-87.686103,-87.6861,$$,60625,1
g7zJWI1rnpjCfMI00n6ODg,"Noon O Kabab - Pick Up, Delivery & Catering",116,4.5,41.967021,41.96702,-87.708181,-87.70818,$$,60625,1
l6DJLECaIlx8ko-jFB8Qeg,Chicago Taco Authority,314,4.5,41.95324,41.95324,-87.73332,-87.73332,$,60641,1
sR4EOfPuI-at41uIxIZPhw,Hopleaf,2163,4.0,41.97581,41.97581,-87.66874,-87.66874,$$,60640,1
s3Hwq1VXyQ_3dpqzkluRvQ,The Angry Crab,927,4.0,41.9845332,41.98453,-87.6972261,-87.69722,$$,60659,1
_-toZK3WpdvKpXYjT8wTCg,Brazilian Bowl,177,4.0,41.9686181,41.96861,-87.7086805,-87.70868,$$,60625,1
nd1KFxtZHXIMLqPtgubLpQ,M henry,1808,4.0,41.9856948852539,41.98569,-87.6688842773438,-87.66888,$$,60660,1
hRYN65DXOBwIZ5Hzq_UxaA,Sticky Rice,901,4.0,41.95467,41.95467,-87.68883,-87.68883,$$,60618,1
4i9LUrKeoMmUB_qZicuJnQ,Cafe Selmarie,749,4.0,41.9674474,41.96744,-87.6875832,-87.68758,$$,60625,1
5N4g9tt8RCuZf0Hte94Oxw,Staropolska Restaurant,543,4.5,41.936365,41.93636,-87.719246,-87.71924,$$,60618,1
1cgWXsikJqAQezRmruj2rg,Bistro Campagne,726,4.0,41.96356,41.96356,-87.68563,-87.68563,$$$,60625,1
y12ngwgZED8rAy-DII0yzA,West River Cafe,190,4.0,41.9613562524319,41.96135,-87.7083145827055,-87.70831,$,60625,1
y8jVBaHh8ntYkVqDXpsi1Q,Cafe Ba-Ba-Reeba!,4393,4.0,41.918984,41.91898,-87.648687,-87.64868,$$,60614,1
WHSmjMlPWUrM3gOwFx7Gug,Marie's Pizza & Liquors,473,3.5,41.96795,41.96795,-87.73144,-87.73144,$$,60630,1
hvHVAs2lhaoYo_rxOUuSTQ,La Villa Restaurant,698,4.0,41.94754,41.94754,-87.72775,-87.72775,$$,60641,1
DXwSYgiXqIVNdO9dazel6w,Pequod's Pizzeria,6796,4.0,41.92187,41.92187,-87.664486,-87.66448,$$,60614,1
E1_j4fzxLMq_afk87RaTYw,El Tezcal Mexican Restaurant,110,4.5,41.95957279453548,41.95957,-87.7080544368054,-87.70805,,60618,1
WBU0yq9J8qiYQfI_fh2P1Q,Crisp,3352,4.5,41.9361214592879,41.93612,-87.6444210345452,-87.64442,$$,60657,1
6hw-HPdP1oDpCbMHBLid-w,Taste of Lebanon,756,4.5,41.9760635,41.97606,-87.6686494,-87.66864,$,60640,1
6o35KF_Z2N-6KsDJvBJzzA,Señor Pan Cafe Tapas & Vinos,187,4.0,41.96865,41.96865,-87.74055,-87.74055,$$,60630,1
VPJk-SEWSWS_nGoQvM-COw,Penumbra,669,5.0,41.92445,41.92445,-87.710933,-87.71093,$$,60647,1
1kySpL0s7cdFRHD8XbsonA,Chicken Works & Salad Company,253,4.0,41.9538906,41.95389,-87.719712,-87.71971,$$,60618,1
Ykiz1UT9SO5u-y8nqDTy4A,Fork,1029,4.0,41.96511,41.96511,-87.68662,-87.68662,$$,60625,1
ZM5FEk492JPfUKFWqOZirA,Wok Cuisine,242,3.5,41.96426,41.96426,-87.70868,-87.70868,$,60625,1
X9pOi_cvzv-9jkW1Zd2sCQ,JT’s Genuine Sandwich Shop,123,4.5,41.95323,41.95323,-87.71882,-87.71882,$$,60618,1
pbEiXam9YJL3neCYHGwLUA,Alinea,2387,4.5,41.9134194160823,41.91341,-87.6482384681229,-87.64823,$$$$,60614,1
VScrypD_qyg_Jzbz59BXmg,Backlot Coffee,111,4.5,41.9533408903263,41.95334,-87.7319341152907,-87.73193,$$,60641,1
6jshyTJKUdcz0YTHyhi1ew,Mima's Taste of Cuba,425,4.0,41.95365,41.95365,-87.70171,-87.70171,$,60618,1
ziIfrqtyupmeNlPAOx6jTw,Quartino Ristorante,4971,4.0,41.8934479679332,41.89344,-87.6283662020996,-87.62836,$$,60654,1
ZSwi334j92PB9597wRe_ag,Taqueria San Juanito,127,4.0,41.9670972,41.96709,-87.7086249,-87.70862,$,60625,1
WOythZo7ThTOJiFCFfp6Iw,Seafood City Supermarket,225,3.5,41.9733434164669,41.97334,-87.7457495770161,-87.74574,$$,60630,1
7lghqqmkunQdPGt9stYUoA,Ruk Sushi & Thai - Albany Park,117,4.0,41.9667119102596,41.96671,-87.713772,-87.71377,$$,60625,1
LYppbvgJlBG0SqjSKFiFGg,Sapori Trattoria,2480,4.5,41.93165443680187,41.93165,-87.64880961567327,-87.6488,$$,60614,1
2tKMs0DbdxPSl2JeCJUEKw,"Joe's Seafood, Prime Steak & Stone Crab",2662,4.5,41.891938,41.89193,-87.62569,-87.62569,$$$,60611,1
XOLX_XVqY776i6PyIHp_6Q,The Warbler,343,4.5,41.9642255519757,41.96422,-87.6854829048272,-87.68548,$$,60625,1
Jy_-RfcqgYVQ6CjIrNHEBA,Pizza y Pan Pa' Ya,143,4.5,41.9609413146973,41.96094,-87.7068023681641,-87.7068,$,60618,1
-gVKPvkI0wLwvOucJpbd2g,Zebda,202,4.0,41.959698,41.95969,-87.728001,-87.728,$,60641,1
ZcGuLKfgZAWuhMBbfqXBmw,Taqueria El Asadero,630,4.0,41.9612451,41.96124,-87.6842599,-87.68425,$$,60618,1
oXAqMNOjeR9FzUS8Y76zrA,Hellas Pastry Shop,127,5.0,41.9685211032629,41.96852,-87.6947808265686,-87.69478,$,60625,1
q65G-7JIZWy0bTeOzwMzTw,Thai Aree House,221,4.5,41.9459,41.9459,-87.73551,-87.73551,$$,60641,1
tezausSlz9qoapwGymYoPg,Hearth And Crust,148,4.5,41.95408,41.95408,-87.71829,-87.71829,$$,60618,1
kyZQnv62VQnDk23i_TxO3g,Parachute,653,4.0,41.944707,41.9447,-87.706518,-87.70651,$$$,60618,1
4-ymYbhxthEMWQa2_404FQ,Cafe Urbano,214,4.0,41.956659,41.95665,-87.723814,-87.72381,$,60618,1
rp17Dfjdh7JR4GGZwj6nqg,Portillo's Hot Dogs,6007,4.0,41.89366,41.89365,-87.63157,-87.63157,$,60654,1
V3_UIvTZGIOMFM93LZF9TA,Laschet's Inn,515,4.5,41.95381,41.95381,-87.68198,-87.68198,$$,60618,1
PTjBAjRMCxLKAob8Dt5SIA,Chief O'Neill's Pub & Restaurant,657,4.0,41.94451,41.94451,-87.7055,-87.7055,$$,60618,1
q5bCzvm2FhrS9UMo7vHFEQ,Taco Max,147,4.5,41.95407,41.95407,-87.719445,-87.71944,$$,60618,1
JS5mi7IPnfntxujiXtirHw,Jibek Jolu,355,4.0,41.9732243,41.97322,-87.6913578,-87.69135,$$,60625,1
EfSiYrSkWfGV6q0G-if6hw,Rockwell's Neighborhood Grill,415,4.0,41.96587,41.96587,-87.6939699,-87.69396,$$,60625,1
08X_5WTOVNvk4SgPRKBjjQ,Garcia's Restaurant,1338,3.5,41.9680265354179,41.96802,-87.6884323571472,-87.68843,$$,60625,1
7F3XIOUe0QVNENjNZ3baQg,LC Pho,146,4.5,41.96837328852032,41.96837,-87.6978505,-87.69785,$,60625,1
uyUKtGWLYgu-RLjlNImy0A,Tango Sur,2444,4.0,41.9507843879442,41.95078,-87.6639031774259,-87.6639,$$$,60613,1
5Dfa1Z_x82uY4xEE6bUkOw,Aztlan Mexican Grill 1inc,40,5.0,41.9612836,41.96128,-87.7128571,-87.71285,,60618,1
68Rezfdylfccq3B6Xn3JKg,2 Asian Brothers,224,4.0,41.97599,41.97599,-87.70962,-87.70962,$$,60625,1
9SY1qjFBIo8W48W6OTGWGg,Batter & Berries,3042,4.0,41.9315605,41.93156,-87.6577911,-87.65779,$$,60614,1
Sy8ZjqYOE62tnpf0b1qa1g,Gale Street Inn - Chicago,676,4.0,41.9699747728431,41.96997,-87.762835174799,-87.76283,$$,60630,1
k45y5CsLLOxB2IuLta0qdg,AVVIO,87,4.5,41.959813,41.95981,-87.728466,-87.72846,$$$,60641,1
ql49SZxfTK0lp13XFKM8ww,Susie's Drive Thru,598,3.5,41.9610549,41.96105,-87.7311645,-87.73116,$,60641,1
7a2_r0_1ZPlW_SzbmbURdA,Mis Moles Restaurant,119,5.0,41.94799,41.94799,-87.7105,-87.7105,,60618,1
50gFzdVglOz88eFJ6v-26A,Glenn's Diner,1204,4.0,41.9616270639775,41.96162,-87.6754598194383,-87.67545,$$,60613,1
_Yx4OcyoYXTiI3xOzNgVyw,Pueblo Nuevo,477,4.5,41.960272,41.96027,-87.76744,-87.76744,$,60634,1
fE_gxgeU4z8oDjQ-V8YJtg,Golden Crust Pizza & Tap,307,3.5,41.96539,41.96539,-87.7086999,-87.70869,$$,60625,1
f1P5hZSitUEAC-mtXlBB7w,Del Seoul,2203,4.5,41.929444,41.92944,-87.643016,-87.64301,$$,60614,1
l_4bvRFr4GUvYeAlZ_t0dg,Han Bat Restaurant,174,4.5,41.9684051,41.9684,-87.6972314,-87.69723,$$,60625,1
wrAz7fVqv-l9db_nyaFJFw,Cho Sun Ok Restaurant,1190,3.5,41.95797,41.95797,-87.68178,-87.68178,$$,60618,1
--Yw337vTC4fLKRCaw-PLQ,XOchimilco Mexican Restaurant,206,5.0,41.9616665,41.96166,-87.6802497,-87.68024,$$,60618,1
nrx-eeoIj808Y2sA0fZmwg,Lou Malnati's Pizzeria,706,4.0,42.0021534,42.00215,-87.7255547,-87.72555,$$,60712,1
HyOmf-PMC8pDRWWYb7ioJA,Raisu,181,4.5,41.95426,41.95426,-87.70278,-87.70278,$$$,60618,1
Z2nOMPedr7XYhgYhILJjEA,Piece Brewery and Pizzeria,3658,4.0,41.9103256994423,41.91032,-87.6760850295053,-87.67608,$$,60622,1
_n3OmwreEGPQmiHKklsD8w,San Soo Gab San,1344,3.5,41.9775897881067,41.97758,-87.6887278533035,-87.68872,$$,60625,1
GgPaRKnnTygUYS0RRa25lQ,The Churro Waffle,196,4.5,41.9536454822136,41.95364,-87.7000047435076,-87.7,$$,60618,1
alA4ccSsga38IVqkZyRk6g,Rolls N Bowls,415,4.0,41.965995,41.96599,-87.6866153,-87.68661,$$,60625,1
OEin7lmuVQPvD2JK38Uf8A,Kim’s Home Cooking,55,4.5,41.9693106823458,41.96931,-87.7081189433495,-87.70811,$$,60625,1
OKOfoisduqP24uK3WYvx7Q,Revolution Brewing,2136,4.0,41.92353,41.92353,-87.698153,-87.69815,$$,60647,1
Psi34XLTOtVqLYS9StO1hA,Tweet,1629,4.0,41.973982,41.97398,-87.655259,-87.65525,$$,60640,1
F7IQngaDDBgYvhA3U31q-g,Irazú Costa Rican Restaurant & Catering,2268,4.0,41.9151045993531,41.9151,-87.6846393244315,-87.68463,$$,60647,1
z7aD_vt4Y69OqqkUZpKGpw,Sushi Tokoro,466,4.0,41.968289,41.96828,-87.689155,-87.68915,$$,60625,1
NGfbRjWoqUh2fGw8DU_pmA,Caro Mio,627,4.0,41.96515184115748,41.96515,-87.6860261,-87.68602,$$,60625,1
q7SQnw2xVHjWuyQXL3VHUg,KAI ZAN,1106,4.5,41.8955051374998,41.8955,-87.6915407180786,-87.69154,$$$,60622,1
Z7Z0QCpKxJ_1JQcr6mz3VA,Owen & Engine,1135,4.0,41.930456,41.93045,-87.68807,-87.68807,$$,60647,1
o54U2VkQama8FI30qDkWvw,"The Chicago Diner, Lakeview",2188,4.0,41.9440163,41.94401,-87.6491359,-87.64913,$$,60657,1
h8mZa3L5TRGk9EZnpMxuSg,Arun's Thai Restaurant,255,4.0,41.95744,41.95744,-87.70846,-87.70846,$$$$,60618,1
lgjRFg3M-1N416W41DHsTQ,Ramen Wasabi,2010,4.0,41.9195063,41.9195,-87.6915015,-87.6915,$$,60647,1
xdx3hwHT-m6_heZrKyH7vg,"The Chicago Diner, Logan Square",947,4.5,41.9237447433269,41.92374,-87.6982310134918,-87.69823,$$,60647,1
fzSR7vIQTQP0cir0Dgi9Vw,Cafe con Leche,1045,4.0,41.9305879,41.93058,-87.710207,-87.7102,$$,60647,1
ecFp44Y6EGdgtmZ-jPqaYA,Pi-Hi Cafe,301,4.5,41.9460656925374,41.94606,-87.6877528213354,-87.68775,$,60618,1
oEFJ29zAQaCNnQzebHQvpg,The Violet Hour,2232,4.0,41.909095,41.90909,-87.677829,-87.67782,$$,60622,1
-cb_VFiOGdvJWfs6pnMjFA,Los Asadores Mexican Grill,64,4.5,41.97599,41.97599,-87.711736,-87.71173,,60625,1
-22GoLdX0clVOi-LVUJF6w,Midori Japanese Restaurant,231,4.0,41.9831782,41.98317,-87.7117334,-87.71173,$$,60659,1
fLfZI4FtJhOT0U7NzfVr-Q,Bistro 6050,348,5.0,41.953266,41.95326,-87.778753,-87.77875,$,60634,1
gNRc-kNWJbbArT7z1enF9g,Dai Yee's Asian Kitchen,113,5.0,41.956787,41.95678,-87.692983,-87.69298,,60618,1
QNbWTNuAEMWOurHN8rMXnA,Chicago Pizza And Oven Grinder Company,2697,4.0,41.92084,41.92084,-87.63721,-87.63721,$$,60614,1
F2NBch93KPaQdM_x0Fs2VQ,Nini's Deli,865,5.0,41.89238008006564,41.89238,-87.66209037896043,-87.66209,$,60642,1
t2nXebM7aqTj_qq6saZ89g,Eataly Chicago,3920,4.0,41.892335432963,41.89233,-87.6262607945148,-87.62626,$$,60611,1
d8j8c1aR9nTA7oDZ6Ahi-w,D'Candela Restaurant,189,4.0,41.95352,41.95352,-87.71472,-87.71472,$$,60618,1
b03cgB8GM7J3TjwOA0BGSg,Hoanh Long,348,4.0,41.9937167,41.99371,-87.7132667,-87.71326,$$,60659,1
-kHNCSxf_lHi9822c43J7w,Ora,515,4.5,41.975647,41.97564,-87.668127,-87.66812,$$,60640,1
zEBMoH7ibF3YZrlowkv88A,BRGRBELLY,614,4.5,41.9530335,41.95303,-87.7709816,-87.77098,$$,60634,1
Slpj5qBKUc0LBogK5nQLWQ,Khepri Cafe,32,5.0,41.9662,41.9662,-87.70869,-87.70869,$,60625,1
XKUZV9O2sRFLDIpAmwmG5g,Boka,1562,4.5,41.9135158,41.91351,-87.6480859,-87.64808,$$$$,60614,1
NyDEW92FKQ3ZRh4i6FFKxA,Las Delicias,68,4.0,41.9611375152379,41.96113,-87.7283420423903,-87.72834,$,60641,1
al530TnimkgqmPU6q-2hQw,Tiztal Cafe,587,4.5,41.96621,41.96621,-87.66657,-87.66657,$$,60640,1
KomhK0JD5cleEW55YTw7MQ,Sun Wah Bar-B-Que,1729,4.0,41.9739359,41.97393,-87.6592371,-87.65923,$$,60640,1
